F-volt,V-volt,P-volt,Object,Object Name
0,2.556207234,2.521994135,S,TPU
4.740957967,4.755620723,4.990224829,S,TPU
4.765395894,4.931573803,4.990224829,S,TPU
4.765395894,5,4.995112414,S,TPU
0.112414467,3.343108504,3.748778104,S,TPU
0,3.26001955,3.440860215,S,TPU
0,3.211143695,3.372434018,S,TPU
0,3.235581623,3.245356794,S,TPU
0,3.299120235,3.191593353,S,TPU
0,3.411534702,2.859237537,S,TPU
0,3.528836755,2.873900293,S,TPU
0,3.616813294,2.971652004,S,TPU
0,3.914956012,4.794721408,S,TPU
0,3.934506354,4.349951124,S,TPU
4.716520039,5,4.995112414,S,TPU
4.765395894,5,4.990224829,S,TPU
0.151515152,3.406647116,3.685239492,S,TPU
0,3.387096774,3.30400782,S,TPU
0,3.318670577,2.976539589,S,TPU
0,3.328445748,2.903225806,S,TPU
0,3.372434018,2.707722385,S,TPU
0,3.406647116,2.795698925,S,TPU
0,3.499511241,2.966764418,S,TPU
0,3.616813294,2.947214076,S,TPU
0,3.66568915,3.167155425,S,TPU
0,3.743890518,3.308895406,S,TPU
4.760508309,5,4.995112414,S,TPU
4.824046921,5,5,S,TPU
4.824046921,5,5,S,TPU
4.711632454,3.294232649,2.668621701,S,TPU
0,2.80058651,2.741935484,S,TPU
0,2.751710655,2.668621701,S,TPU
0,2.776148583,2.732160313,S,TPU
4.843597263,5,4.995112414,S,TPU
0,3.020527859,4.271749756,S,TPU
0,3.123167155,4.046920821,S,TPU
3.406647116,4.305962854,3.739002933,S,TPU
4.711632454,5,4.990224829,S,TPU
4.72629521,5,4.990224829,S,TPU
2.551319648,3.543499511,4.980449658,S,TPU
0,3.064516129,4.056695992,S,TPU
3.563049853,3.768328446,4.325513196,S,TPU
4.731182796,4.535679374,4.995112414,S,TPU
4.740957967,4.706744868,4.985337243,S,TPU
4.740957967,4.760508309,5,S,TPU
4.745845552,4.853372434,4.995112414,S,TPU
4.745845552,4.926686217,5,S,TPU
4.740957967,5,4.985337243,S,TPU
